"DATE","TMP","ano","dia","hora","minuto","index"
2019-01-18 07:46:00,999.99,2019,18,7,46,84148
2019-01-18 07:56:00,999.99,2019,18,7,56,84149
2019-01-19 04:59:00,999.99,2019,19,4,59,84186
2019-01-20 04:59:00,999.99,2019,20,4,59,84235
2019-01-21 04:59:00,999.99,2019,21,4,59,84307
2019-01-22 04:59:00,999.99,2019,22,4,59,84366
2019-01-23 04:59:00,999.99,2019,23,4,59,84397
2019-01-24 04:59:00,999.99,2019,24,4,59,84428
2019-01-25 04:59:00,999.99,2019,25,4,59,84491
2019-01-26 04:59:00,999.99,2019,26,4,59,84518
2019-01-27 04:59:00,999.99,2019,27,4,59,84542
2019-01-28 04:59:00,999.99,2019,28,4,59,84579
2019-01-29 04:59:00,999.99,2019,29,4,59,84604
2019-01-30 04:59:00,999.99,2019,30,4,59,84675
2019-01-31 04:59:00,999.99,2019,31,4,59,84729
2019-02-01 04:59:00,999.99,2019,32,4,59,84754
2019-02-02 04:59:00,999.99,2019,33,4,59,84779
2019-02-03 04:59:00,999.99,2019,34,4,59,84804
2019-02-04 04:59:00,999.99,2019,35,4,59,84830
2019-02-05 04:59:00,999.99,2019,36,4,59,84863
2019-02-06 04:59:00,999.99,2019,37,4,59,84900
2019-02-07 02:56:00,999.99,2019,38,2,56,84930
2019-02-07 03:56:00,999.99,2019,38,3,56,84932
2019-02-07 04:59:00,999.99,2019,38,4,59,84934
2019-02-08 04:59:00,999.99,2019,39,4,59,85002
2019-02-09 04:59:00,999.99,2019,40,4,59,85062
2019-02-10 04:59:00,999.99,2019,41,4,59,85089
2019-02-11 04:59:00,999.99,2019,42,4,59,85114
2019-02-12 04:59:00,999.99,2019,43,4,59,85139
2019-02-13 04:59:00,999.99,2019,44,4,59,85204
2019-02-14 04:59:00,999.99,2019,45,4,59,85243
2019-02-15 04:59:00,999.99,2019,46,4,59,85272
2019-02-16 04:59:00,999.99,2019,47,4,59,85297
2019-02-18 04:59:00,999.99,2019,49,4,59,85370
2019-02-19 04:59:00,999.99,2019,50,4,59,85422
2019-02-20 04:59:00,999.99,2019,51,4,59,85448
2019-02-21 04:59:00,999.99,2019,52,4,59,85499
2019-02-22 04:59:00,999.99,2019,53,4,59,85541
2019-02-23 04:59:00,999.99,2019,54,4,59,85573
2019-02-24 04:59:00,999.99,2019,55,4,59,85605
2019-02-25 04:59:00,999.99,2019,56,4,59,85664
2019-02-26 04:59:00,999.99,2019,57,4,59,85692
2019-02-26 12:56:00,999.99,2019,57,12,56,85701
2019-02-26 14:56:00,999.99,2019,57,14,56,85704
2019-02-27 04:59:00,999.99,2019,58,4,59,85718
2019-02-27 14:56:00,999.99,2019,58,14,56,85729
2019-02-27 15:14:00,999.99,2019,58,15,14,85731
2019-02-27 15:37:00,999.99,2019,58,15,37,85732
2019-02-28 04:59:00,999.99,2019,59,4,59,85764
2019-03-01 04:59:00,999.99,2019,60,4,59,85800
2019-03-02 04:59:00,999.99,2019,61,4,59,85838
2019-03-03 04:59:00,999.99,2019,62,4,59,85886
2019-03-04 04:59:00,999.99,2019,63,4,59,85948
2019-03-05 04:59:00,999.99,2019,64,4,59,85982
2019-03-07 04:59:00,999.99,2019,66,4,59,86038
2019-03-08 04:59:00,999.99,2019,67,4,59,86075
2019-03-09 04:59:00,999.99,2019,68,4,59,86101
2019-03-10 04:59:00,999.99,2019,69,4,59,86126
2019-03-10 22:56:00,999.99,2019,69,22,56,86180
2019-03-11 04:59:00,999.99,2019,70,4,59,86192
2019-03-12 04:59:00,999.99,2019,71,4,59,86225
2019-03-13 04:59:00,999.99,2019,72,4,59,86256
2019-03-14 04:59:00,999.99,2019,73,4,59,86281
2019-03-15 04:59:00,999.99,2019,74,4,59,86306
2019-03-16 04:59:00,999.99,2019,75,4,59,86336
2019-03-17 04:59:00,999.99,2019,76,4,59,86362
2019-03-18 04:59:00,999.99,2019,77,4,59,86390
2019-03-19 04:59:00,999.99,2019,78,4,59,86415
2019-03-20 04:59:00,999.99,2019,79,4,59,86439
2019-03-21 04:59:00,999.99,2019,80,4,59,86465
2019-03-22 04:59:00,999.99,2019,81,4,59,86509
2019-03-23 04:59:00,999.99,2019,82,4,59,86578
2019-03-26 04:59:00,999.99,2019,85,4,59,86605
2019-03-27 04:59:00,999.99,2019,86,4,59,86628
2019-03-29 04:59:00,999.99,2019,88,4,59,86675
2019-03-30 04:59:00,999.99,2019,89,4,59,86729
2019-03-31 04:59:00,999.99,2019,90,4,59,86767
2019-04-01 04:59:00,999.99,2019,91,4,59,86800
2019-04-02 04:59:00,999.99,2019,92,4,59,86831
2019-04-03 04:59:00,999.99,2019,93,4,59,86856
2019-04-04 04:59:00,999.99,2019,94,4,59,86881
2019-04-05 04:59:00,999.99,2019,95,4,59,86902
2019-04-06 04:59:00,999.99,2019,96,4,59,86950
2019-04-06 10:24:00,999.99,2019,96,10,24,86969
2019-04-06 10:27:00,999.99,2019,96,10,27,86970
2019-04-07 04:59:00,999.99,2019,97,4,59,87000
2019-04-08 04:59:00,999.99,2019,98,4,59,87027
2019-04-09 04:59:00,999.99,2019,99,4,59,87062
2019-04-10 04:59:00,999.99,2019,100,4,59,87105
2019-04-11 04:59:00,999.99,2019,101,4,59,87134
2019-04-12 04:59:00,999.99,2019,102,4,59,87159
2019-04-13 04:59:00,999.99,2019,103,4,59,87204
2019-04-14 04:59:00,999.99,2019,104,4,59,87248
2019-04-15 04:59:00,999.99,2019,105,4,59,87280
2019-04-16 04:59:00,999.99,2019,106,4,59,87319
2019-04-17 04:59:00,999.99,2019,107,4,59,87344
2019-04-18 04:59:00,999.99,2019,108,4,59,87384
2019-04-19 04:59:00,999.99,2019,109,4,59,87415
2019-04-20 04:59:00,999.99,2019,110,4,59,87486
2019-04-21 04:59:00,999.99,2019,111,4,59,87543
2019-04-22 04:59:00,999.99,2019,112,4,59,87578
2019-04-23 04:59:00,999.99,2019,113,4,59,87605
2019-04-24 04:59:00,999.99,2019,114,4,59,87634
2019-04-25 04:59:00,999.99,2019,115,4,59,87662
2019-04-26 04:59:00,999.99,2019,116,4,59,87687
2019-04-27 04:59:00,999.99,2019,117,4,59,87740
2019-04-28 04:59:00,999.99,2019,118,4,59,87778
2019-04-29 04:59:00,999.99,2019,119,4,59,87817
2019-04-30 04:59:00,999.99,2019,120,4,59,87844
2019-05-01 04:59:00,999.99,2019,121,4,59,87888
2019-05-02 04:59:00,999.99,2019,122,4,59,87925
2019-05-03 04:59:00,999.99,2019,123,4,59,87978
2019-05-04 04:59:00,999.99,2019,124,4,59,88044
2019-05-05 04:59:00,999.99,2019,125,4,59,88112
2019-05-06 04:59:00,999.99,2019,126,4,59,88158
2019-05-07 04:59:00,999.99,2019,127,4,59,88200
2019-05-08 04:59:00,999.99,2019,128,4,59,88243
2019-05-09 04:59:00,999.99,2019,129,4,59,88268
2019-05-10 04:59:00,999.99,2019,130,4,59,88296
2019-05-11 04:59:00,999.99,2019,131,4,59,88339
2019-05-12 04:59:00,999.99,2019,132,4,59,88369
2019-05-13 04:59:00,999.99,2019,133,4,59,88411
2019-05-14 04:59:00,999.99,2019,134,4,59,88463
2019-05-15 04:59:00,999.99,2019,135,4,59,88509
2019-05-16 04:59:00,999.99,2019,136,4,59,88541
