"ano","dia","hora"
2018,162,12
2018,162,13
2018,162,14
2018,162,15
2018,162,16
2018,162,17
2018,162,18
2018,162,19
2018,162,20
2018,162,21
2018,162,22
2018,162,23
2018,163,0
2018,163,1
2018,163,2
2018,163,3
2018,163,7
2018,165,11
2018,167,5
2018,169,2
2018,169,12
2018,171,6
2018,176,16
2018,177,8
2018,179,3
2018,182,23
2018,194,12
2018,197,2
2018,197,12
2018,197,20
2018,210,23
2018,211,2
2018,211,17
2018,218,18
2018,218,21
2018,221,2
2018,228,5
2018,232,5
2018,232,8
2018,232,14
2018,233,5
2018,236,3
2018,239,2
2018,240,17
2018,241,13
2018,243,5
2018,243,18
2018,246,3
2018,251,13
2018,252,5
2018,259,1
2018,259,17
2018,259,18
2018,259,21
2018,260,2
2018,260,3
2018,260,5
2018,260,6
2018,260,7
2018,270,8
2018,276,17
2018,286,6
2018,295,16
2018,296,13
2018,296,14
2018,299,21
2018,303,13
2018,303,14
2018,303,15
2018,303,16
2018,303,17
2018,303,22
2018,303,23
2018,306,1
2018,314,23
2018,315,13
2018,318,22
2018,320,9
2018,325,3
2018,326,15
2018,341,10
2018,344,19
2018,346,11
2018,349,22
2018,357,9
2018,360,6
2018,360,7
2018,360,15
2018,361,20
2018,364,20
