"ano","dia","hora"
2015,35,8
2015,46,11
2015,56,12
2015,95,0
2015,357,10
2016,13,2
2016,226,5
2016,295,6
2016,295,7
2016,295,8
2016,295,9
2016,295,10
2016,350,12
2016,352,7
2017,309,11
2017,319,7
2017,324,6
2017,348,10
2017,357,5
2018,320,6
2019,18,8
2019,27,10
2019,49,13
2019,90,18
2018,322,18
