"ano","dia","hora"
2015,12,15
2015,21,3
2015,22,16
2015,34,2
2015,35,9
2015,60,13
2015,61,9
2015,283,1
2015,363,7
2016,44,10
2016,47,22
2016,55,6
2016,110,9
2017,44,10
2017,297,2
2018,70,7
2018,96,3
2018,98,8
2018,126,8
2015,58,12
2015,59,9
2016,362,4
