"ano","dia","hora"
2015,13,9
2015,30,2
2015,62,16
2015,335,20
2016,22,2
2016,22,3
2016,41,9
2016,93,22
2016,364,14
2017,66,5
2017,87,10
2017,146,5
2017,318,13
2018,24,17
2018,107,13
2018,255,10
2018,293,6
2018,347,6
2019,6,10
2019,8,17
2019,30,17
2019,117,10
2015,50,23
2015,51,0
2015,51,1
2015,51,2
