"Result","V1","V2","V3","V4","V5","V6"
"result.1","0","0","0","0","0","0"
"result.1","1","0","0","0","0","0"
"result.1","hu","mediana","média","mínimo","máximo","desvio-padrão"
"result.1","25","6215.85864257812","151558.190246582","1632.9951171875","1171564.25","412162.256508309"
"result.1","10","5566.72729492188","152131.916259766","1808.18920898438","1171585.625","411955.413266676"
"result.1","19","5862.60009765625","151973.574356079","1519.91223144531","1171570.25","412011.268665375"
"result.1","22","5336.013671875","151535.483581543","1485.65087890625","1171569.875","412174.66906138"
"result.1","16","6268.28173828125","152432.294235229","1465.08312988281","1171565.625","411836.479678876"
"","","","","","",""
"Result","V1","V2","V3","V4","V5","V6"
"result.2","0","0","0","0","0","0"
"result.2","2","0","0","0","0","0"
"result.2","hu","mediana","média","mínimo","máximo","desvio-padrão"
"result.2","25","3470.89770507812","154560.320281982","1810.53686523438","1197183.25","421332.409348819"
"result.2","10","4312.63891601562","156233.93812561","1650.83972167969","1197176.5","420727.361243229"
"result.2","19","4263.677734375","154360.085220337","1731.68957519531","1197172.25","421391.879967726"
"result.2","22","3874.31896972656","155505.658447266","1562.15307617188","1197189.375","420976.587601759"
"result.2","16","4268.24133300781","155549.795272827","1656.52551269531","1197177.875","420970.102074786"
"","","","","","",""
"Result","V1","V2","V3","V4","V5","V6"
"result.3","0","0","0","0","0","0"
"result.3","3","0","0","0","0","0"
"result.3","hu","mediana","média","mínimo","máximo","desvio-padrão"
"result.3","25","5026.01904296875","149818.919677734","1538.60632324219","1161426.375","408773.248717285"
"result.3","10","4668.79431152344","151208.268722534","1632.05322265625","1161432.875","408279.535423749"
"result.3","19","5840.49047851562","149806.727645874","1278.87963867188","1161445.125","408782.548110806"
"result.3","22","5181.31396484375","149742.6769104","1347.75756835938","1161441.375","408814.536306295"
"result.3","16","4808.74194335938","150196.061065674","1296.73327636719","1161435.75","408639.696373742"
"","","","","","",""
"Result","V1","V2","V3","V4","V5","V6"
"result.4","0","0","0","0","0","0"
"result.4","4","0","0","0","0","0"
"result.4","hu","mediana","média","mínimo","máximo","desvio-padrão"
"result.4","25","4375.98022460938","155205.619796753","1120.32751464844","1197183.75","421097.427084789"
"result.4","10","5157.26782226562","156983.508102417","1393.73547363281","1197176.75","420426.300733844"
"result.4","19","3803.1689453125","155592.454483032","1287.62585449219","1197179.5","420958.305519324"
"result.4","22","3903.10620117188","155153.861862183","1377.32141113281","1197179.75","421115.603639244"
"result.4","16","4764.96826171875","155831.702316284","1742.28771972656","1197198.125","420854.629053271"
"","","","","","",""
"Result","V1","V2","V3","V4","V5","V6"
"result.5","0","0","0","0","0","0"
"result.5","5","0","0","0","0","0"
"result.5","hu","mediana","média","mínimo","máximo","desvio-padrão"
"result.5","25","6615.38793945312","135792.021591187","1803.77722167969","1045690.5625","367672.140359389"
"result.5","10","5623.99267578125","136164.436019897","1550.22058105469","1045674.8125","367525.375870812"
"result.5","19","7489.68872070312","136487.345870972","1325.67297363281","1045677.75","367399.502874031"
"result.5","22","7162.86474609375","136873.171447754","2231.62768554688","1045663.0625","367224.727507844"
"result.5","16","5755.39599609375","135971.319366455","1621.03649902344","1045689.5625","367611.434608407"
"","","","","","",""
"Result","V1","V2","V3","V4","V5","V6"
"result.6","0","0","0","0","0","0"
"result.6","6","0","0","0","0","0"
"result.6","hu","mediana","média","mínimo","máximo","desvio-padrão"
"result.6","25","7295.7783203125","148203.048400879","1674.71374511719","1138778.625","400275.013641979"
"result.6","10","8677.70556640625","148284.229553223","1699.75732421875","1138748.75","400227.830738303"
"result.6","19","7749.10034179688","148341.204620361","1833.35632324219","1138781.625","400223.868869349"
"result.6","22","8112.66235351562","148759.129516602","1809.24719238281","1138785.625","400064.732905592"
"result.6","16","7480.09545898438","148215.8150177","1590.55261230469","1138770","400270.049606303"
"","","","","","",""
"Result","V1","V2","V3","V4","V5","V6"
"result.7","0","0","0","0","0","0"
"result.7","7","0","0","0","0","0"
"result.7","hu","mediana","média","mínimo","máximo","desvio-padrão"
"result.7","25","5736.19409179688","115142.846923828","2388.81469726562","875132.5625","307108.350481691"
"result.7","10","5444.51196289062","113911.955368042","1760.45446777344","875122.0625","307590.816416426"
"result.7","19","6109.26879882812","114818.11958313","1924.66711425781","875184.25","307257.385993418"
"result.7","22","7108.140625","115819.171356201","2446.23901367188","875146.8125","306838.551494175"
"result.7","16","6560.87060546875","115272.535644531","2261.90625","875135.625","307054.35556597"
"","","","","","",""
"Result","V1","V2","V3","V4","V5","V6"
"result.8","0","0","0","0","0","0"
"result.8","8","0","0","0","0","0"
"result.8","hu","mediana","média","mínimo","máximo","desvio-padrão"
"result.8","25","4558.9921875","146393.972702026","1507.5234375","1138776.75","400995.099509074"
"result.8","10","4839.861328125","147020.004058838","2108.95336914062","1138769.5","400743.094610414"
"result.8","19","4564.27001953125","146380.467407227","1466.10302734375","1138777.25","400996.599633921"
"result.8","22","6317.13696289062","147948.689727783","1698.53979492188","1138762","400372.117299704"
"result.8","16","4044.02893066406","147077.604202271","1732.49865722656","1138771.75","400733.340703878"
"","","","","","",""
"Result","V1","V2","V3","V4","V5","V6"
"result.9","0","0","0","0","0","0"
"result.9","9","0","0","0","0","0"
"result.9","hu","mediana","média","mínimo","máximo","desvio-padrão"
"result.9","25","4517.24243164062","147195.6144104","1888.60888671875","1138784.75","400681.877683755"
"result.9","10","4699.84057617188","147185.349136353","1502.38647460938","1138779.5","400701.877953855"
"result.9","19","5651.24365234375","147856.586669922","1261.66577148438","1138778.875","400419.099754932"
