ALB,ART,BGM,BUF,HPN,JFK,LGA,MSS,RME,ROC,SYR
17.85,18.35,15.05,21.75,14.45,14.45,17.25,22.25,19.45,21.75,21.15
20.65,17.25,17.85,21.15,15.05,14.45,17.25,23.35,20.65,23.35,21.75
21.75,18.35,19.45,16.75,17.85,16.15,18.95,24.45,22.25,23.95,23.35
22.85,18.95,21.15,17.25,18.95,15.65,20.05,25.05,23.35,23.95,23.35
23.95,19.45,22.85,20.65,20.05,17.25,21.15,23.95,22.85,23.95,23.35
24.45,19.45,23.35,23.35,20.05,16.75,20.65,23.95,23.95,23.95,23.95
24.45,19.45,21.75,21.15,19.45,16.15,20.05,22.85,23.35,23.95,23.95
23.95,20.05,21.15,21.15,18.35,15.05,17.85,21.75,22.85,19.45,23.35
22.85,18.35,20.65,20.65,16.75,14.45,16.15,20.65,21.75,23.95,22.25
21.75,15.65,19.45,18.35,15.05,13.95,15.65,18.35,17.25,22.85,19.45
20.65,13.35,18.95,17.25,14.45,13.35,15.05,17.25,15.05,21.15,17.25
20.05,13.35,18.35,17.25,13.95,13.35,15.05,16.15,14.45,20.05,16.75
19.45,13.95,17.85,17.85,13.95,13.35,15.65,15.05,15.65,20.05,17.25
19.45,14.45,17.25,18.35,14.45,13.35,15.65,16.75,15.05,18.95,17.25
18.35,13.35,17.25,18.95,14.45,13.95,15.65,16.15,15.65,17.85,17.25
18.35,13.35,16.75,18.95,13.95,13.95,15.65,15.65,15.05,17.25,16.75
17.85,11.75,15.65,19.45,14.45,13.95,15.65,15.05,13.95,17.85,14.45
17.25,11.75,15.65,20.05,13.95,13.95,16.15,16.15,12.85,17.85,15.05
16.75,13.95,15.65,18.95,14.45,13.95,16.15,16.75,12.25,18.35,15.05
17.85,16.15,16.75,18.95,14.45,15.05,16.75,16.15,13.95,18.35,16.15
18.95,15.9577411089622,17.25,18.35,15.05,15.65,18.35,15.05,15.65,18.35,18.35
20.65,15.05,18.35,20.65,17.25,16.15,19.45,15.05,17.85,18.35,17.85
22.25,15.05,16.15,21.15,20.05,17.85,22.85,16.15,17.25,19.45,17.85
20.65,14.45,19.45,18.35,21.75,20.65,23.95,16.15,17.85,15.65,19.45
21.75,15.05,22.25,18.35,23.35,21.15,27.25,16.75,20.65,16.15,22.25
23.35,16.15,22.25,17.85,26.15,22.85,29.45,17.25,20.65,16.75,15.65
23.35,17.25,22.85,18.35,28.35,22.85,29.45,17.85,16.15,16.75,15.05
25.05,17.25,18.35,18.95,27.85,22.85,30.65,17.85,15.65,17.25,14.45
22.85,17.85,15.65,20.05,27.85,22.25,31.15,18.95,16.75,17.85,16.15
16.75,17.85,15.65,20.05,25.05,21.15,32.25,19.45,17.25,19.45,17.85
16.75,18.35,15.65,21.75,18.95,20.05,21,20.05,17.85,19.45,17.25
17.25,17.85,15.65,21.75,18.35,19.45,18.95,18.95,17.25,19.45,16.75
17.25,16.15,14.45,20.05,18.35,18.95,20.05,17.85,16.15,18.95,15.65
16.15,11.15,13.35,18.95,18.35,18.35,21.15,11.15,15.65,16.15,14.45
15.65,11.15,12.85,18.35,18.35,17.85,20.65,8.95,15.05,15.05,13.35
13.35,9.45,12.85,16.75,16.75,18.95,20.05,12.25,13.95,13.95,12.85
13.95,8.95,12.25,17.25,15.65,19.45,18.95,11.15,12.25,12.85,12.85
14.45,10.05,11.75,16.75,15.65,18.35,18.35,9.45,12.85,12.25,12.25
13.35,9.45,11.75,15.65,15.05,17.85,17.25,7.85,12.25,12.25,12.25
12.25,7.25,11.15,15.05,15.05,17.25,17.85,7.85,12.25,12.25,12.25
10.65,5.65,11.15,13.95,15.65,17.25,17.85,6.15,12.25,11.15,12.25
11.15,5.65,9.45,13.35,15.65,16.75,17.25,5.05,12.25,11.75,11.75
11.15,5.05,8.35,12.85,15.65,16.75,16.75,6.15,11.75,10.65,10.65
12.25,7.25,9.45,13.35,16.15,16.75,16.75,7.85,10.65,11.75,11.15
11.75,9.45,9.45,15.65,16.15,17.25,17.25,8.35,11.15,12.25,11.15
12.25,11.75,11.15,18.35,16.75,17.85,17.25,10.05,12.85,12.25,12.25
13.95,16.75,12.85,20.65,16.75,18.35,16.75,11.75,14.45,13.95,13.95
15.65,17.85,15.05,22.25,16.15,17.25,16.75,13.95,17.85,17.25,16.75
18.35,17.85,16.15,23.95,14.45,16.75,16.15,17.85,18.95,18.95,18.95
20.05,19.45,16.15,24.45,13.95,15.65,15.05,21.15,20.05,21.75,20.65
21.15,20.05,15.65,25.65,13.95,16.15,15.05,22.85,21.15,22.85,21.75
21.15,21.75,15.65,26.75,14.45,15.05,15.05,23.95,22.85,23.35,22.85
21.15,22.25,15.05,27.25,14.45,15.05,15.65,24.45,23.95,24.45,23.35
21.75,22.25,14.45,27.85,14.45,14.45,16.15,24.45,24.45,25.65,23.35
20.65,21.75,14.45,25.05,13.95,14.45,14.45,23.95,23.35,22.85,21.75
20.05,20.65,14.45,23.95,13.35,14.45,13.95,23.35,21.75,21.75,20.65
18.95,17.85,14.45,23.35,13.35,13.95,13.35,21.15,20.65,20.65,19.45
17.85,15.65,13.35,21.75,12.85,13.35,13.35,18.35,18.95,20.05,17.85
16.75,14.45,13.35,20.65,12.85,13.35,13.35,16.75,16.75,18.95,17.25
16.15,12.25,13.35,19.45,12.85,13.35,13.35,17.85,15.65,17.85,16.75
16.15,15.05,12.85,19.45,12.85,13.35,12.85,17.25,15.05,17.25,15.65
15.65,16.15,12.85,17.85,12.25,13.35,12.85,16.75,13.95,15.05,15.65
15.05,15.65,12.85,17.25,12.25,13.95,12.85,15.65,14.45,15.65,13.95
15.65,15.65,12.85,17.25,12.85,13.95,12.85,15.65,13.95,15.05,13.95
15.05,15.05,12.85,17.25,12.85,13.35,12.85,15.65,12.85,15.05,13.35
15.05,14.45,12.85,16.75,12.85,12.85,12.85,15.05,13.35,14.45,12.85
15.05,12.85,12.85,16.75,12.85,13.35,12.85,14.45,12.85,13.95,12.25
15.65,14.45,12.85,16.75,13.35,13.35,13.35,15.05,13.35,14.45,13.35
16.15,17.25,13.35,18.95,13.95,13.95,13.35,16.15,15.65,16.15,15.05
16.75,18.95,13.35,21.75,14.45,13.95,14.45,16.75,16.15,19.45,16.75
17.85,18.95,16.15,23.35,15.65,14.45,15.05,17.85,17.85,22.25,18.95
20.05,19.45,17.85,24.45,16.15,15.65,15.65,18.35,18.95,23.95,20.65
20.65,20.65,20.05,25.65,17.25,16.75,15.65,18.35,21.15,25.05,22.25
23.95,20.65,22.25,27.25,18.35,16.75,16.75,18.95,22.85,22.85,23.35
24.45,21.75,22.85,28.35,18.35,17.85,18.35,19.45,23.95,21.15,24.45
25.05,22.25,24.45,27.25,20.05,17.85,21.15,20.65,25.05,20.65,25.65
25.65,22.25,25.05,27.25,21.15,18.95,22.25,21.15,26.15,21.75,25.05
26.75,22.25,25.65,27.85,21.15,18.35,22.25,20.65,25.65,21.75,23.95
26.15,21.75,25.05,26.75,21.15,18.35,22.85,19.45,24.45,21.15,23.35
25.65,20.65,23.95,25.05,19.45,17.85,22.85,18.35,23.35,20.65,21.75
24.45,18.35,21.75,23.95,18.95,17.25,21.15,16.15,21.15,19.45,20.05
21.15,16.15,19.45,22.85,18.35,16.75,21.15,13.95,18.95,18.35,17.85
18.35,13.95,17.85,21.75,17.25,16.15,20.65,12.25,18.35,17.25,16.15
17.25,12.25,17.25,20.65,17.25,16.15,20.05,10.05,17.25,17.25,16.15
16.15,11.15,15.65,18.95,16.75,15.65,19.45,10.05,15.05,15.65,14.45
15.65,10.05,14.45,18.35,17.25,15.65,19.45,9.45,14.45,14.45,13.35
15.05,8.95,13.95,17.25,16.75,15.65,18.35,7.85,13.35,13.35,12.85
13.95,6.75,12.85,15.65,16.15,15.65,18.95,6.75,12.85,12.25,11.75
12.85,5.65,12.25,15.05,16.75,15.65,16.75,5.65,11.75,11.15,10.65
11.75,6.15,10.65,14.45,17.25,15.65,17.25,6.15,8.35,10.65,9.45
10.65,5.65,10.65,13.95,16.15,15.65,16.75,4.45,6.75,9.45,8.95
11.15,7.25,10.65,13.35,16.15,17.25,17.25,7.25,8.95,9.45,10.05
11.75,9.45,11.75,14.45,16.75,17.25,17.85,9.45,11.75,10.65,11.15
12.85,11.15,13.35,16.15,16.75,16.75,17.85,10.65,12.85,11.75,13.35
14.45,12.85,15.65,16.75,16.75,16.75,17.25,11.75,15.65,12.85,15.05
16.75,14.45,17.85,17.85,16.75,16.75,17.85,12.25,16.75,13.35,16.15
18.35,16.75,18.95,19.45,16.75,17.25,17.25,13.95,18.35,13.95,17.25
18.35,17.25,20.65,20.05,16.15,17.25,17.25,14.45,20.05,15.05,18.35
19.45,18.35,21.15,20.65,15.65,16.75,17.85,15.65,20.65,15.65,20.05
21.15,20.05,22.25,21.15,16.15,17.25,17.85,16.15,21.75,16.15,20.65
21.75,20.05,22.25,21.15,15.65,17.25,18.95,17.25,21.75,16.75,21.15
22.85,20.05,22.85,21.75,15.05,17.25,17.85,17.25,21.75,17.25,20.65
22.25,18.95,21.15,21.15,13.95,15.05,17.25,17.25,21.15,17.25,21.15
21.15,18.35,20.65,20.05,12.85,13.95,17.25,16.75,20.05,16.15,20.05
18.95,16.15,18.35,18.35,12.25,13.35,16.15,15.05,17.85,15.05,18.35
17.85,12.25,17.25,17.25,11.75,13.35,15.65,13.35,16.15,14.45,16.15
17.85,10.65,15.65,17.25,11.75,13.35,14.45,12.25,16.15,13.95,15.05
16.75,9.45,15.05,17.25,11.15,12.85,13.95,11.15,15.65,13.35,13.95
15.65,8.35,13.35,17.85,10.65,12.85,13.35,10.65,15.05,12.85,13.95
14.45,8.35,12.85,17.25,10.05,12.85,13.35,8.95,13.35,12.85,13.35
13.95,8.35,11.75,17.25,10.65,12.85,12.25,8.35,13.35,13.95,13.35
13.35,8.35,11.15,18.95,10.65,12.25,12.25,7.85,12.85,14.45,13.35
12.25,8.95,11.15,17.25,10.05,12.25,11.75,8.35,12.85,16.15,13.35
12.25,8.35,8.35,16.15,10.05,10.65,11.15,7.25,12.25,16.15,12.85
11.75,8.95,7.25,16.75,8.95,10.05,10.65,7.85,11.75,14.45,12.85
11.15,11.15,6.75,17.25,8.35,10.05,10.65,10.05,12.25,12.85,12.85
12.25,13.95,7.25,17.85,8.35,10.05,10.65,11.75,12.25,12.25,10.65
13.35,17.25,7.85,18.35,8.95,11.15,11.15,13.35,9.45,12.85,9.45
12.85,15.65,7.85,20.05,9.45,11.75,11.15,15.65,8.35,13.95,8.95
9.45,13.95,8.95,20.65,10.05,11.75,11.15,16.15,7.25,15.65,8.95
10.05,14.45,9.45,22.25,10.05,12.25,11.75,16.75,8.35,17.25,8.95
10.65,14.45,10.1233594857517,22.25,10.65,12.25,11.75,17.25,8.95,18.95,9.45
11.15,14.45,10.65,21.75,10.65,12.25,12.25,17.25,8.95,20.65,11.15
11.75,15.05,10.65,22.85,11.15,12.25,12.25,15.05,10.05,20.05,11.75
12.25,15.05,11.15,23.35,11.15,13.35,12.85,14.45,10.65,20.05,13.95
12.25,15.65,11.75,25.05,11.75,13.35,13.35,14.45,11.75,21.75,16.75
12.25,15.65,12.25,26.75,11.75,13.35,12.85,15.05,12.85,22.25,17.25
12.85,15.65,12.25,26.15,11.75,13.35,12.85,15.05,12.85,23.35,16.75
12.85,15.65,12.85,25.05,11.75,13.35,12.85,14.45,13.35,22.25,16.15
12.85,16.15,12.85,21.75,11.75,13.35,12.85,14.45,13.35,20.65,16.15
12.85,16.15,13.35,21.15,11.75,13.35,12.25,13.95,13.35,20.05,16.15
12.85,16.15,13.95,21.75,11.75,13.95,12.25,14.45,14.45,18.35,16.75
13.35,17.25,14.45,21.15,11.75,13.95,12.85,15.65,15.05,17.25,16.75
13.35,17.25,15.05,21.15,11.75,13.95,12.85,16.15,15.05,17.25,17.85
13.95,17.25,15.65,21.15,11.75,13.95,12.85,16.75,15.65,17.25,17.25
14.45,17.85,15.65,21.15,12.25,14.45,12.85,17.25,16.15,17.85,17.85
14.45,17.85,15.65,18.35,12.25,14.45,14.45,17.85,16.75,17.85,18.35
15.05,17.85,15.65,16.15,13.95,15.65,14.45,16.15,16.15,17.85,18.35
15.65,17.25,15.65,17.85,15.05,15.65,15.05,15.65,16.15,18.35,18.95
16.15,15.05,15.65,16.15,15.65,15.65,17.85,15.65,16.75,16.15,18.95
16.75,12.85,16.15,15.05,16.15,16.75,20.05,15.05,16.75,16.15,17.25
17.25,14.45,16.75,15.05,17.25,17.85,21.75,16.15,16.75,15.65,15.65
18.35,16.15,17.85,17.25,20.65,20.05,23.35,17.25,17.25,15.65,14.45
18.95,16.75,16.75,17.85,23.35,23.95,25.05,17.25,16.75,16.15,14.45
20.65,17.85,16.15,19.45,24.45,25.65,26.75,17.25,15.65,16.75,15.05
21.75,18.35,15.65,20.05,24.45,26.15,27.85,16.75,16.75,18.35,16.75
23.35,18.35,15.05,18.95,26.15,27.85,27.25,16.75,17.85,18.35,17.25
22.25,18.95,16.75,18.35,25.05,27.85,27.25,17.25,17.25,20.05,17.25
21.75,19.45,16.75,18.35,23.35,28.35,28.35,18.35,17.25,20.05,16.75
21.75,18.95,16.15,17.85,23.35,27.85,25.65,18.35,18.95,20.65,17.25
20.05,17.85,15.65,17.85,22.85,26.75,25.05,17.85,18.95,20.65,17.85
20.65,17.25,14.45,16.15,22.25,26.15,23.35,17.85,17.85,20.05,17.25
18.95,15.65,14.45,16.15,21.75,23.95,22.85,15.65,16.15,18.35,16.75
17.25,11.75,13.35,15.05,20.65,22.85,21.75,14.45,12.85,17.25,13.95
16.75,9.45,12.85,13.95,18.95,22.25,21.75,10.05,12.25,15.65,12.85
16.15,8.35,12.85,13.95,18.35,21.15,21.15,9.45,10.65,13.95,10.65
14.45,6.75,12.25,13.35,17.25,20.05,20.05,7.25,10.65,13.35,10.65
13.95,6.15,11.75,12.85,14.45,18.95,18.95,6.15,9.45,12.85,10.05
11.75,6.15,11.15,12.25,13.35,18.35,18.35,6.15,8.35,11.75,8.95
12.85,4.45,11.15,11.75,12.85,17.25,17.25,6.15,7.81,10.05,8.35
11.15,3.95,10.05,11.75,12.25,15.05,17.25,5.05,7.21,10.05,8.35
10.65,2.85,9.45,11.15,11.15,15.05,16.15,6.15,7.21,8.95,7.25
9.45,2.85,8.95,11.15,11.15,15.05,16.15,7.85,6.71,8.35,7.25
12.25,7.85,8.95,11.15,13.95,16.75,17.25,9.45,7.21,9.45,9.45
14.45,10.05,10.05,14.45,15.65,17.85,17.85,12.85,8.35,11.75,11.75
16.75,13.35,12.25,15.65,17.25,18.95,18.95,15.65,10.65,12.85,13.35
18.35,15.65,15.05,17.25,18.95,20.05,19.45,18.35,13.95,15.65,15.65
20.05,18.35,16.15,16.75,20.05,21.15,20.65,20.65,16.15,17.25,17.25
21.15,17.85,17.85,18.35,21.15,21.75,21.75,22.25,18.35,18.95,18.95
22.85,17.25,18.95,20.05,21.75,21.15,23.35,22.85,20.05,20.65,20.65
23.35,15.65,20.05,21.75,22.25,21.75,24.45,24.45,21.15,21.75,21.15
25.05,17.85,21.15,22.85,23.35,21.15,25.65,24.45,22.25,22.85,21.75
25.05,18.35,21.15,23.95,23.95,20.65,23.95,24.45,22.85,23.95,23.35
25.05,18.95,21.75,23.95,25.05,20.65,23.35,24.45,22.85,23.95,23.35
25.05,18.95,21.75,23.35,22.85,18.95,22.85,23.95,22.85,21.15,23.35
23.95,17.25,21.75,22.85,21.15,17.85,21.75,21.75,22.25,18.95,22.25
22.25,15.05,20.05,20.65,18.95,16.15,19.45,19.45,20.65,17.85,18.95
20.05,11.15,18.95,18.35,15.65,15.65,18.95,17.85,16.15,17.85,17.25
18.35,9.45,18.95,18.35,15.05,15.05,18.95,16.15,13.35,17.85,16.15
15.65,8.35,18.35,18.35,13.95,14.45,18.95,11.75,11.75,18.35,13.95
15.05,9.45,16.75,17.85,13.35,15.05,19.45,10.05,12.25,15.65,15.65
13.95,10.65,16.15,17.25,12.85,13.95,18.95,10.65,12.25,17.25,14.45
13.95,11.15,14.45,16.75,12.85,14.45,18.35,10.05,12.25,17.25,13.35
15.05,11.75,13.35,15.05,13.35,13.35,18.35,11.75,12.25,15.65,13.35
14.45,13.35,13.35,15.05,13.35,14.45,18.35,12.25,12.25,16.15,13.35
13.95,12.85,13.35,13.95,14.45,15.05,18.35,11.75,12.25,17.25,13.35
13.35,13.35,11.75,13.95,13.95,14.45,18.35,11.75,13.35,13.95,13.35
14.45,14.45,11.75,14.45,14.45,15.05,18.35,13.35,12.85,13.95,13.35
14.45,14.45,11.75,15.05,15.65,16.75,20.05,16.15,13.35,13.95,13.35
16.75,15.65,12.25,16.15,17.85,17.85,20.65,17.85,13.35,13.35,13.95
16.75,14.45,12.25,16.75,18.35,17.85,20.05,19.45,13.35,13.95,13.95
16.15,15.05,12.85,16.75,18.95,17.25,18.95,21.15,13.35,15.65,15.05
16.15,15.05,12.85,16.75,18.35,18.35,18.95,20.05,13.95,17.85,15.05
15.65,14.45,13.95,17.25,17.25,16.75,18.35,20.05,13.95,20.65,15.65
16.15,15.05,14.45,16.15,16.75,16.75,18.35,18.95,13.95,22.85,16.75
16.15,15.65,14.45,16.75,15.65,15.65,17.25,18.95,13.95,21.75,17.85
16.75,15.65,13.35,16.75,14.45,15.65,15.65,15.65,14.45,18.95,20.05
16.75,16.15,13.35,15.65,13.35,15.05,14.45,15.65,14.07,20.65,20.05
16.75,16.75,13.35,15.05,12.85,15.05,14.45,15.65,15.05,17.85,18.95
15.65,16.75,13.35,14.45,12.85,14.45,13.95,14.45,15.05,17.25,17.85
15.05,13.95,13.35,14.45,12.25,14.45,13.95,15.05,15.05,17.25,17.25
14.45,11.75,13.95,13.35,12.25,13.95,13.95,14.45,15.65,16.15,16.75
14.45,11.75,13.95,13.35,12.25,13.95,13.95,14.45,15.05,15.65,16.15
13.95,11.75,13.95,13.95,12.25,13.95,14.45,12.25,15.05,15.05,15.65
13.95,11.75,13.95,13.95,12.25,14.45,14.45,11.15,15.65,15.05,13.95
13.95,11.75,13.95,14.45,12.85,14.45,14.45,12.85,15.05,15.05,13.95
14.45,11.75,13.95,12.85,12.85,14.45,14.45,12.85,13.95,15.05,13.95
14.45,11.15,13.95,12.25,13.35,14.45,15.05,12.85,13.95,14.45,13.95
14.45,11.15,13.95,12.85,13.35,14.45,15.65,13.35,13.95,14.45,13.35
14.45,11.15,13.95,13.35,13.95,14.45,15.65,13.35,13.35,14.45,13.35
13.95,11.15,13.35,13.95,13.95,15.05,16.15,13.35,13.35,13.95,12.85
15.65,11.75,12.25,13.95,14.45,15.05,16.75,13.95,13.35,13.95,12.85
16.75,12.25,12.25,13.95,15.65,16.15,17.85,14.45,14.45,14.45,13.95
18.35,12.85,12.85,14.45,16.75,17.25,19.45,16.75,16.07,16.75,15.05
20.05,14.45,14.45,15.05,17.85,18.35,20.05,18.35,15.65,18.95,16.75
21.15,14.45,17.25,15.05,18.35,20.65,21.75,18.95,17.25,20.65,17.85
22.85,15.05,18.95,15.65,21.15,22.85,21.75,20.65,18.07,22.25,19.45
24.45,16.15,20.05,16.15,22.25,22.85,22.25,22.25,20.05,23.35,21.75
25.65,18.35,21.75,16.15,24.45,24.45,23.95,22.85,21.07,23.95,22.85
26.15,18.95,22.85,16.15,25.05,25.65,25.65,23.35,22.07,24.45,23.95
26.75,18.95,22.85,16.75,25.65,26.75,26.15,23.95,23.35,24.45,23.35
26.75,19.45,23.35,16.75,26.15,27.85,27.85,22.85,22.07,24.45,22.85
23.95,19.45,23.35,16.15,26.15,27.25,26.75,23.95,22.07,23.95,22.25
24.45,18.95,22.25,14.45,25.05,26.75,25.65,22.85,21.07,22.85,22.25
22.25,16.75,20.05,12.85,22.25,25.65,25.05,21.15,18.07,20.65,21.15
21.15,13.95,18.35,12.25,20.05,25.65,25.05,13.35,16.75,18.35,20.65
20.05,12.25,17.25,12.25,17.85,24.45,25.65,11.15,15.05,16.75,19.45
19.45,8.95,16.15,12.25,17.25,23.95,24.45,11.75,13.35,15.65,15.65
17.85,7.25,15.05,11.75,18.95,23.35,22.25,11.75,11.75,14.45,16.75
16.75,6.75,14.45,11.15,16.15,21.75,21.15,8.95,10.65,12.85,13.95
15.05,6.75,14.45,10.65,15.65,20.65,20.65,7.25,9.45,11.75,12.85
15.05,5.65,13.35,11.75,17.25,20.65,19.45,7.25,8.35,10.65,10.65
12.25,4.45,12.25,11.75,14.45,19.45,18.95,5.05,6.75,10.65,10.05
12.85,3.35,11.75,10.05,13.95,18.95,18.95,6.15,6.75,10.65,10.65
11.75,3.95,11.15,10.05,14.45,18.35,18.95,7.85,6.75,9.45,9.45
14.45,7.85,11.15,11.75,16.75,19.45,19.45,10.05,8.35,11.75,11.75
16.75,12.25,13.95,14.45,18.95,21.15,20.05,10.65,10.65,14.45,14.45
18.35,15.05,16.75,16.15,20.65,22.85,22.25,13.35,13.35,17.25,16.75
20.05,17.85,18.35,17.25,21.75,23.35,23.35,17.25,16.15,20.65,18.35
21.15,19.45,20.05,19.45,22.85,24.45,23.95,18.35,18.95,22.85,20.05
22.85,20.65,21.75,21.15,23.95,25.05,25.65,19.45,20.65,25.05,21.75
23.95,21.15,22.85,22.85,25.05,26.15,26.15,20.65,22.25,25.65,22.85
25.05,21.15,22.85,23.35,25.65,26.75,26.75,22.25,22.85,26.75,23.95
26.15,21.15,23.35,22.85,26.15,27.85,27.85,22.85,23.95,27.85,24.45
26.75,21.75,24.45,22.85,26.75,25.65,28.95,23.35,24.45,27.85,25.65
26.15,21.15,24.45,22.25,26.75,25.05,29.45,23.95,25.05,27.85,26.15
25.65,21.75,24.45,22.25,26.15,22.25,27.85,23.95,25.05,27.85,26.15
25.65,20.65,23.95,20.65,25.05,21.15,26.15,22.85,24.45,26.75,25.05
22.85,18.95,22.25,18.95,22.25,20.05,24.45,20.05,22.85,24.45,22.85
21.15,17.85,22.25,16.15,19.45,18.35,23.95,19.45,17.85,22.85,21.75
19.45,18.35,20.65,16.15,18.35,18.35,23.95,17.85,15.65,21.15,18.95
18.35,17.25,19.45,15.65,17.25,16.75,23.35,19.45,13.95,18.95,18.35
16.75,16.15,18.95,15.05,15.05,17.85,22.25,18.35,13.35,17.25,16.15
16.15,14.45,17.85,15.05,15.05,17.25,21.75,18.35,11.75,17.25,16.15
15.05,13.35,17.25,14.45,18.35,17.85,21.75,17.25,11.15,15.05,16.15
13.95,13.35,17.25,12.85,16.75,16.75,21.15,16.75,11.15,14.45,16.75
12.25,13.95,13.95,13.35,14.45,16.15,21.15,16.75,10.05,13.95,16.15
11.75,12.85,13.95,12.25,15.05,16.15,20.65,16.75,9.45,12.85,16.75
12.85,11.75,14.45,12.25,16.15,16.15,20.05,17.85,9.45,12.85,15.05
15.05,15.05,14.45,12.25,17.85,17.25,21.15,17.85,10.65,15.65,15.05
17.25,18.35,15.65,13.95,20.65,18.35,22.85,19.45,13.95,16.15,19.45
19.45,20.65,17.85,20.05,22.85,20.05,24.45,20.65,18.35,20.05,22.85
22.85,20.05,21.15,22.25,24.45,22.25,26.75,22.25,21.15,22.85,24.45
26.15,20.65,23.95,22.85,26.15,24.45,27.85,20.65,23.35,26.15,25.05
28.35,18.35,24.45,23.95,27.85,26.75,28.95,21.75,25.65,27.25,25.65
28.95,19.45,25.65,23.95,28.35,27.25,30.05,20.05,26.75,27.85,27.25
28.95,20.65,26.15,23.95,28.95,25.05,30.65,23.95,27.25,28.35,27.85
30.65,20.05,26.15,24.45,28.95,25.05,31.15,24.45,27.85,28.35,28.35
30.05,24.45,26.75,25.05,28.95,24.45,31.15,25.05,28.35,28.95,28.35
29.45,22.85,26.75,25.05,28.95,23.95,31.15,23.35,27.85,28.35,28.35
28.95,22.25,26.75,23.95,28.95,23.35,31.15,17.85,27.85,28.35,28.35
27.25,21.75,26.15,21.15,28.35,21.75,31.15,17.25,27.25,26.75,27.85
26.75,21.15,25.05,20.65,27.85,21.15,30.05,17.85,25.65,25.05,25.65
22.25,20.05,23.95,20.05,26.15,20.05,28.95,17.25,21.15,21.75,22.25
21.75,18.35,22.25,19.45,25.65,20.65,27.85,17.25,20.05,21.15,21.15
18.35,17.85,21.15,18.95,25.05,20.65,26.75,16.75,17.85,20.05,19.45
19.45,17.25,19.45,17.85,24.45,20.05,26.15,16.75,17.25,18.35,20.05
20.05,17.25,20.05,17.85,23.95,20.05,25.65,17.25,17.25,18.95,20.05
17.85,17.25,17.85,16.15,23.35,20.05,25.05,16.75,16.15,18.35,18.35
17.25,17.25,17.85,16.75,22.85,20.05,24.45,17.85,15.05,17.85,16.15
16.75,17.25,17.25,16.15,22.25,20.65,23.95,16.75,14.45,17.25,19.45
16.15,17.85,16.75,16.15,21.75,20.65,23.95,15.65,12.85,16.75,16.15
17.25,18.95,16.15,16.15,20.05,20.05,23.95,16.15,12.85,16.75,14.45
20.05,17.85,17.25,16.75,22.25,21.15,23.95,16.75,13.95,18.35,17.25
21.75,17.85,18.95,19.45,23.35,22.25,25.05,18.35,17.25,19.45,20.65
23.35,19.45,21.15,21.15,25.05,23.95,26.75,19.45,20.05,21.15,24.45
25.05,21.75,22.25,22.25,26.75,25.65,28.35,20.05,21.75,23.95,25.05
27.25,21.75,23.95,22.85,28.35,26.15,28.95,21.75,23.95,25.65,25.65
28.35,21.75,24.45,22.85,30.05,23.95,31.75,17.85,24.45,27.25,26.15
30.65,22.85,25.65,22.85,29.45,27.25,32.25,18.95,26.15,27.25,26.15
31.15,23.95,26.75,23.35,31.15,27.25,32.85,20.65,26.75,27.85,26.75
30.65,24.45,26.75,21.75,30.65,26.15,32.25,21.15,26.15,27.25,26.75
30.05,24.45,26.15,23.35,30.65,26.15,32.25,21.15,26.15,27.85,27.25
28.95,25.05,25.65,24.45,30.05,25.65,30.65,21.75,27.25,28.95,28.35
28.35,23.95,25.65,23.95,30.05,23.35,30.65,21.15,25.65,27.85,27.25
27.25,24.45,23.95,23.95,26.75,22.85,29.45,20.65,25.05,28.95,25.65
23.35,22.25,23.95,22.85,26.15,21.75,28.35,20.05,23.95,23.35,23.95
22.25,21.15,23.35,22.25,24.45,22.85,26.75,17.85,22.85,21.75,22.85
21.15,20.05,23.35,20.65,23.35,21.75,26.15,17.85,21.15,20.05,21.15
20.65,19.45,21.75,20.65,22.85,22.85,26.75,17.25,20.65,20.05,21.15
20.05,18.95,22.25,20.05,22.85,20.65,27.85,17.25,20.65,20.05,19.45
20.05,18.95,21.15,20.65,22.85,20.65,27.85,17.25,20.05,20.05,19.45
19.45,17.25,20.05,20.65,21.75,21.75,27.25,17.25,20.05,19.45,18.95
18.95,16.75,20.65,18.95,20.65,21.15,21.15,16.15,20.05,18.95,19.45
18.35,17.25,18.35,19.45,19.45,20.05,20.05,15.65,19.45,20.05,19.45
18.35,15.05,18.35,19.45,18.95,20.05,21.75,14.45,19.45,18.95,19.45
18.35,15.05,16.75,19.45,18.95,19.45,19.45,13.95,18.95,19.45,19.45
18.95,16.15,16.75,19.45,16.75,16.15,19.45,13.95,19.45,20.05,19.45
20.05,20.05,16.75,20.65,16.15,16.75,18.35,14.45,20.05,21.75,19.45
18.35,22.85,16.75,21.75,15.65,17.25,16.15,15.05,19.45,22.25,20.05
17.25,25.65,16.75,23.35,15.05,17.25,16.15,17.25,18.35,22.85,21.15
17.25,25.05,16.75,23.95,14.45,15.65,16.75,18.35,18.35,23.95,21.75
17.25,25.65,16.75,24.45,14.45,16.75,17.85,19.45,18.35,25.65,21.15
17.25,26.15,16.75,25.05,14.45,16.75,17.85,20.65,18.95,25.65,20.65
17.25,25.05,17.25,26.15,15.05,16.15,16.75,21.15,18.35,25.65,20.05
16.75,24.45,17.25,26.75,15.05,15.65,16.15,24.45,17.85,26.15,20.05
16.15,24.45,17.25,27.85,14.45,16.15,16.15,25.05,17.85,26.75,18.95
