"Ano","Dia","Hora","Temperatura"
2015,28,19,-8.35
2015,28,20,-8.95
2015,28,21,-9.45
2015,28,22,-10.65
2015,28,23,-10.05
2015,28,24,-10.65
2015,29,1,-11.75
2015,29,2,-10.65
2015,29,3,-11.75
2015,29,4,-13.35
2015,29,5,-13.95
2015,29,6,-12.85
2015,29,7,-12.25
2015,29,8,-15.05
2015,29,9,-16.15
2015,29,10,-13.35
2015,29,11,-10.65
2015,29,12,-7.25
2015,29,13,-3.95
2015,29,14,-2.85
2015,29,15,-2.25
2015,29,16,-1.15
2015,29,17,-1.15
2015,29,18,-1.75
2015,29,19,-2.25
2015,29,20,-3.95
2015,29,21,-5.65
2015,29,22,-5.05
2015,29,23,-5.05
2015,29,24,-5.05
2015,30,1,-5.61
2015,30,2,-5.01
2015,30,3,-5.05
2015,30,4,-4.45
2015,30,5,-4.45
2015,30,6,-4.45
2015,30,7,-3.95
2015,30,8,-3.35
2015,30,9,-3.35
2015,30,10,-3.91
2015,30,11,-4.41
2015,30,12,-3.95
2015,30,13,-3.95
2015,30,14,-4.45
2015,30,15,-6.15
2015,30,16,-8.31
2015,30,17,-10.01
2015,30,18,-11.15
2015,30,19,-11.75
2015,30,20,-12.25
2015,30,21,-12.85
2015,30,22,-13.35
2015,30,23,-13.35
2015,30,24,-13.35
2015,31,1,-13.35
2015,31,2,-13.91
2015,31,3,-14.45
2015,31,4,-15.05
2015,31,5,-15.05
2015,31,6,-15.65
2015,31,7,-16.15
2015,31,8,-16.75
2015,31,9,-16.75
2015,31,10,-15.65
2015,31,11,-14.45
2015,31,12,-12.85
2015,31,13,-11.15
2015,31,14,-11.15
2015,31,15,-10.65
2015,31,16,-10.05
2015,31,17,-10.05
2015,31,18,-10.65
2015,31,19,-11.15
2015,31,20,-12.25
2015,31,21,-12.25
2015,31,22,-12.25
2015,31,23,-13.35
2015,31,24,-12.25
2015,32,1,-11.75
2015,32,2,-10.65
2015,32,3,-10.05
2015,32,4,-8.95
2015,32,5,-8.35
2015,32,6,-7.85
2015,32,7,-7.25
2015,32,8,-6.75
2015,32,9,-6.15
2015,32,10,-6.11
2015,32,11,-5.65
2015,32,12,-4.45
2015,32,13,-5.05
2015,32,14,-5.05
2015,32,15,-4.45
2015,32,16,-5.05
2015,32,17,-5.65
2015,32,18,-6.15
2015,32,19,-6.75
2015,32,20,-6.75
2015,32,21,-6.75
2015,32,22,-6.15
2015,32,23,-6.15
2015,32,24,-5.61
2015,33,1,-6
2015,33,2,-5.05
2015,33,3,-4.41
2015,33,4,-4.41
2015,33,5,-4.41
2015,33,6,-5.01
2015,33,7,-4.41
2015,33,8,-3.91
2015,33,9,-3.91
2015,33,10,-5.01
2015,33,11,-5.01
2015,33,12,-5.05
2015,33,13,-5.05
2015,33,14,-8.95
2015,33,15,-11.11
2015,33,16,-11.71
2015,33,17,-13.35
2015,33,18,-15.05
2015,33,19,-15.65
2015,33,20,-15.65
2015,33,21,-15.05
2015,33,22,-15.05
2015,33,23,-15.05
2015,33,24,-14.45
2015,34,1,-14.45
2015,34,2,-14.45
2015,34,3,-13.95
2015,34,4,-14.45
2015,34,5,-15.05
2015,34,6,-15.65
2015,34,7,-15.65
2015,34,8,-16.75
2015,34,9,-16.75
2015,34,10,-15.65
2015,34,11,-13.35
2015,34,12,-11.75
2015,34,13,-10.65
2015,34,14,-9.45
2015,34,15,-8.35
2015,34,16,-7.85
2015,34,17,-6.75
2015,34,18,-7.85
2015,34,19,-7.85
2015,34,20,-8.35
2015,34,21,-8.95
2015,34,22,-9.45
2015,34,23,-9.45
2015,34,24,-8.95
2015,35,1,-8.35
2015,35,2,-8.35
2015,35,3,-8.35
2015,35,4,-8.95
2015,35,5,-8.95
2015,35,6,-8.35
2015,35,7,-7.85
2015,35,8,-7.25
2015,35,9,-7.25
2015,35,10,-6.15
2015,35,11,-5.65
2015,35,12,-4.45
2015,35,13,-3.95
2015,35,14,-3.35
2015,35,15,-2.25
2015,35,16,-1.75
2015,35,17,-1.15
2015,35,18,-1.15
2015,35,19,-1.15
2015,35,20,-0.65
2015,35,21,0.05
2015,35,22,-1.75
2015,35,23,-2.21
2015,35,24,-1.75
2015,36,1,-4.45
2015,36,2,-5.05
2015,36,3,-5.01
2015,36,4,-6.75
2015,36,5,-7.25
2015,36,6,-8.35
2015,36,7,-8.95
2015,36,8,-10.05
2015,36,9,-10.65
2015,36,10,-10.65
2015,36,11,-10.05
2015,36,12,-10.05
2015,36,13,-10.05
2015,36,14,-11.11
2015,36,15,-11.75
2015,36,16,-11.15
2015,36,17,-12.25
2015,36,18,-13.35
2015,36,19,-15.05
2015,36,20,-15.65
2015,36,21,-15.65
2015,36,22,-16.15
2015,36,23,-16.15
2015,36,24,-17.25
2015,37,1,-17.85
2015,37,2,-18.95
2015,37,3,-18.35
2015,37,4,-18.95
2015,37,5,-19.45
2015,37,6,-18.35
2015,37,7,-17.85
2015,37,8,-17.25
2015,37,9,-16.15
2015,37,10,-15.65
2015,37,11,-13.95
2015,37,12,-12.25
2015,37,13,-10.65
2015,37,14,-8.35
2015,37,15,-7.85
2015,37,16,-7.85
2015,37,17,-6.75
2015,37,18,-7.25
2015,37,19,-8.95
2015,37,20,-9.45
2015,37,21,-10.05
2015,37,22,-10.05
2015,37,23,-10.65
2015,37,24,-10.65
2015,38,1,-10.65
2015,38,2,-10.05
2015,38,3,-9.45
2015,38,4,-9.45
2015,38,5,-8.95
2015,38,6,-8.95
2015,38,7,-8.35
2015,38,8,-7.85
2015,38,9,-6.75
2015,38,10,-7.25
2015,38,11,-7.21
2015,38,12,-6.15
2015,38,13,-5.65
2015,38,14,-5.05
2015,38,15,-5.05
2015,38,16,-4.45
2015,38,17,-3.95
2015,38,18,-3.35
2015,38,19,-3.35
2015,38,20,-3.35
2015,38,21,-3.35
2015,38,22,-2.85
2015,38,23,-2.25
2015,38,24,-2.85
2015,39,1,-2.85
2015,39,2,-2.85
2015,39,3,-1.75
2015,39,4,-1.15
2015,39,5,-0.65
2015,39,6,-0.65
2015,39,7,0.05
2015,39,8,0.05
2015,39,9,0.65
2015,39,10,1.15
2015,39,11,1.75
2015,39,12,2.25
2015,39,13,2.85
2015,39,14,2.85
2015,39,15,3.35
2015,39,16,3.35
2015,39,17,3.35
2015,39,18,2.85
2015,39,19,1.75
2015,39,20,1.75
2015,39,21,1.75
2015,39,22,0.65
2015,39,23,0.05
2015,39,24,0.01
2015,40,1,-1.71
2015,40,2,-3.35
2015,40,3,-5.05
2015,40,4,-5.9
2015,40,5,-6.75
2015,40,6,-6.75
2015,40,7,-6.75
2015,40,8,-7.25
2015,40,9,-7.21
2015,40,10,-6.71
2015,40,11,-5.05
2015,40,12,-5.01
2015,40,13,-5.01
2015,40,14,-5.61
2015,40,15,-5.65
2015,40,16,-5.65
2015,40,17,-5.61
2015,40,18,-5.61
2015,40,19,-6.15
2015,40,20,-5.65
2015,40,21,-5.65
2015,40,22,-5.65
2015,40,23,-5.65
2015,40,24,-6.15
2015,41,1,-6.15
2015,41,2,-6.75
2015,41,3,-7.25
2015,41,4,-7.85
2015,41,5,-7.85
2015,41,6,-7.85
2015,41,7,-7.85
2015,41,8,-7.85
2015,41,9,-8.35
2015,41,10,-8.35
2015,41,11,-7.85
2015,41,12,-6.75
2015,41,13,-5.65
2015,41,14,-5.05
2015,41,15,-5.65
2015,41,16,-6.15
2015,41,17,-6.15
2015,41,18,-6.75
2015,41,19,-6.75
2015,41,20,-6.75
2015,41,21,-7.25
2015,41,22,-7.85
2015,41,23,-7.85
2015,41,24,-8.35
2015,42,1,-8.95
2015,42,2,-9.45
2015,42,3,-10.05
2015,42,4,-10.05
2015,42,5,-10.05
2015,42,6,-10.65
2015,42,7,-10.65
2015,42,8,-10.65
2015,42,9,-10.65
2015,42,10,-10.65
2015,42,11,-9.45
2015,42,12,-6.75
2015,42,13,-6.15
2015,42,14,-4.45
2015,42,15,-3.35
2015,42,16,-2.25
2015,42,17,-1.75
2015,42,18,-1.75
2015,42,19,-2.25
2015,42,20,-2.25
2015,42,21,-2.85
2015,42,22,-2.85
2015,42,23,-3.95
2015,42,24,-3.35
2015,43,1,-3.35
2015,43,2,-3.35
2015,43,3,-3.35
2015,43,4,-2.85
2015,43,5,-2.85
2015,43,6,-2.85
2015,43,7,-2.85
2015,43,8,-3.35
2015,43,9,-4.45
2015,43,10,-4.41
2015,43,11,-4.45
2015,43,12,-4.45
2015,43,13,-4.45
2015,43,14,-3.35
2015,43,15,-4.45
2015,43,16,-7.25
2015,43,17,-7.85
2015,43,18,-8.95
2015,43,19,-11.75
2015,43,20,-13.95
2015,43,21,-15.65
2015,43,22,-16.75
2015,43,23,-17.25
2015,43,24,-17.85
2015,44,1,-17.85
2015,44,2,-18.35
2015,44,3,-18.31
2015,44,4,-17.85
2015,44,5,-17.81
2015,44,6,-18.35
2015,44,7,-18.35
2015,44,8,-18.95
2015,44,9,-18.95
2015,44,10,-17.85
2015,44,11,-17.25
2015,44,12,-16.15
2015,44,13,-15.05
2015,44,14,-15.05
2015,44,15,-13.95
2015,44,16,-13.95
2015,44,17,-13.35
2015,44,18,-13.35
2015,44,19,-15.05
2015,44,20,-16.15
2015,44,21,-16.75
2015,44,22,-17.25
2015,44,23,-17.85
2015,44,24,-16.75
2015,45,1,-16.75
2015,45,2,-15.65
2015,45,3,-15.05
2015,45,4,-14.45
2015,45,5,-13.95
2015,45,6,-12.85
2015,45,7,-12.25
2015,45,8,-11.75
2015,45,9,-11.15
2015,45,10,-10.65
2015,45,11,-10.05
2015,45,12,-9.45
2015,45,13,-8.91
2015,45,14,-7.85
2015,45,15,-7.81
2015,45,16,-7.21
2015,45,17,-7.21
2015,45,18,-7.21
2015,45,19,-9.45
2015,45,20,-8.31
2015,45,21,-8.35
2015,45,22,-10.05
2015,45,23,-11.75
2015,45,24,-12.81
2015,46,1,-14.45
2015,46,2,-15.65
2015,46,3,-15.65
2015,46,4,-16.75
2015,46,5,-16.15
2015,46,6,-16.15
2015,46,7,-16.15
2015,46,8,-16.71
2015,46,9,-17.85
2015,46,10,-18.4
2015,46,11,-18.95
2015,46,12,-18.35
2015,46,13,-18.35
2015,46,14,-18.35
2015,46,15,-18.31
2015,46,16,-18.95
2015,46,17,-19.45
2015,46,18,-20.65
2015,46,19,-21.15
2015,46,20,-21.75
2015,46,21,-21.75
2015,46,22,-21.15
2015,46,23,-20.65
2015,46,24,-20.05
2015,47,1,-20.05
2015,47,2,-20.65
2015,47,3,-21.15
2015,47,4,-21.15
2015,47,5,-21.75
2015,47,6,-21.75
2015,47,7,-21.75
2015,47,8,-21.75
2015,47,9,-20.65
2015,47,10,-18.95
2015,47,11,-17.85
2015,47,12,-16.75
2015,47,13,-16.15
2015,47,14,-15.05
2015,47,15,-13.95
2015,47,16,-13.95
2015,47,17,-14.45
2015,47,18,-15.05
2015,47,19,-16.15
2015,47,20,-16.75
2015,47,21,-16.75
2015,47,22,-16.75
2015,47,23,-16.75
2015,47,24,-17.25
2015,48,1,-17.25
2015,48,2,-17.25
2015,48,3,-17.25
2015,48,4,-17.25
2015,48,5,-17.85
2015,48,6,-17.85
2015,48,7,-17.85
2015,48,8,-17.85
2015,48,9,-17.25
2015,48,10,-16.15
2015,48,11,-13.35
2015,48,12,-11.75
2015,48,13,-10.05
2015,48,14,-8.35
2015,48,15,-7.25
2015,48,16,-7.25
2015,48,17,-7.25
2015,48,18,-7.85
2015,48,19,-8.95
2015,48,20,-9.45
2015,48,21,-11.15
2015,48,22,-11.15
2015,48,23,-11.75
2015,48,24,-12.25
2015,49,1,-13.35
2015,49,2,-14.45
2015,49,3,-14.45
2015,49,4,-15.65
2015,49,5,-15.65
2015,49,6,-16.75
2015,49,7,-16.75
2015,49,8,-16.75
2015,49,9,-15.65
2015,49,10,-13.35
2015,49,11,-12.85
2015,49,12,-8.95
2015,49,13,-7.85
2015,49,14,-7.25
2015,49,15,-6.15
2015,49,16,-6.15
